### Generated by the command:
### src/extract_conll.py en ./data ./splits -j statuses.json -ls tok:g sem:g
# newdoc id = p02/d0010
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = A girl is styling her hair
of	of	REL
drug	drug	CON
is	is	ENS
Xanax	Xanax	CON
?	?	QUE

# newdoc id = p88/d1396
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = What type of bee drills holes in wood?
What	What	QUE
type	type	CON
of	of	REL
bee	bee	CON
drills	drills	ENS
holes	holes	CON
in	in	REL
wood	wood	CON
?	?	QUE

# newdoc id = p88/d1421
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = I took the wrong bus.
I	I	PRO
took	took	EPS
the	the	DEF
wrong	wrong	IST
bus	bus	CON
.	.	NIL

# newdoc id = p88/d1434
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Tom and Mary live near the library.
Tom	Tom	PER
and	and	GRP
Mary	Mary	PER
live	live	ENS
near	near	APX
the	the	DEF
library	library	CON
.	.	NIL

# newdoc id = p88/d1472
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = I'm happy with it.
I	I	PRO
'm	'm	NOW
happy	happy	IST
with	with	REL
it	it	PRO
.	.	NIL

# newdoc id = p88/d1482
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = I tried to call him up, but the line was busy.
I	I	PRO
tried	tried	EPS
to	to	NIL
call	call	EXS
him	him	PRO
up	up	REL
,	,	NIL
but	but	BUT
the	the	DEF
line	line	CON
was	was	PST
busy	busy	IST
.	.	NIL

# newdoc id = p88/d1510
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = He concealed the book under his coat.
He	He	PRO
concealed	concealed	EPS
the	the	DEF
book	book	CON
under	under	REL
his	his	HAS
coat	coat	CON
.	.	NIL

# newdoc id = p88/d1526
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = I'm very relaxed.
I	I	PRO
'm	'm	NOW
very	very	INT
relaxed	relaxed	IST
.	.	NIL

# newdoc id = p88/d1560
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = He is anything but a good student.
He	He	PRO
is	is	NOW
anything~but	anything~but	NOT
a	a	DIS
good	good	IST
student	student	ROL
.	.	NIL

# newdoc id = p88/d1579
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Tom set the timer.
Tom	Tom	PER
set	set	EPS
the	the	DEF
timer	timer	CON
.	.	NIL

# newdoc id = p88/d1620
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Marge works for the Royal Bank of Scotland.
Marge	Marge	PER
works	works	ENS
for	for	REL
the	the	DEF
Royal~Bank~of~Scotland	Royal~Bank~of~Scotland	ORG
.	.	NIL

# newdoc id = p88/d1672
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = They appointed him manager.
They	They	PRO
appointed	appointed	EPS
him	him	PRO
manager	manager	CON
.	.	NIL

# newdoc id = p88/d1681
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = The house is built of red bricks.
The	The	DEF
house	house	CON
is	is	NOW
built	built	EXS
of	of	REL
red	red	COL
bricks	bricks	CON
.	.	NIL

# newdoc id = p88/d1686
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = He drank a whole bottle of milk.
He	He	PRO
drank	drank	EPS
a	a	DIS
whole	whole	IST
bottle	bottle	CON
of	of	AND
milk	milk	CON
.	.	NIL

# newdoc id = p88/d1690
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = I am a truck driver.
I	I	PRO
am	am	NOW
a	a	DIS
truck~driver	truck~driver	ROL
.	.	NIL

# newdoc id = p88/d1703
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Have you dug up the potatoes?
Have	Have	NOW
you	you	PRO
dug	dug	EXT
up	up	REL
the	the	DEF
potatoes	potatoes	CON
?	?	QUE

# newdoc id = p88/d1783
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = My jeans shrank in the wash.
My	My	HAS
jeans	jeans	CON
shrank	shrank	EPS
in	in	REL
the	the	DEF
wash	wash	CON
.	.	NIL

# newdoc id = p88/d1785
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Tom slung his bag over his shoulder.
Tom	Tom	PER
slung	slung	EPS
his	his	HAS
bag	bag	CON
over	over	REL
his	his	HAS
shoulder	shoulder	CON
.	.	NIL

# newdoc id = p88/d1827
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Cheaters never prosper.
Cheaters	Cheaters	ROL
never	never	NOT
prosper	prosper	ENS
.	.	NIL

# newdoc id = p88/d1938
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Tom's fearless.
Tom	Tom	PER
's	's	NOW
fearless	fearless	IST
.	.	NIL

# newdoc id = p88/d1963
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = What a pair of morons!
What	What	EMP
a	a	DIS
pair	pair	CON
of	of	AND
morons	morons	ROL
!	!	EMP

# newdoc id = p88/d1967
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = My daughter caught a cold.
My	My	HAS
daughter	daughter	ROL
caught	caught	EPS
a	a	DIS
cold	cold	CON
.	.	NIL

# newdoc id = p88/d1969
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = I made her cry.
I	I	PRO
made	made	EPS
her	her	PRO
cry	cry	EXS
.	.	NIL

# newdoc id = p88/d1995
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Tom poured wine into a plastic cup and handed it to Mary.
Tom	Tom	PER
poured	poured	EPS
wine	wine	CON
into	into	REL
a	a	DIS
plastic	plastic	CON
cup	cup	CON
and	and	COO
handed	handed	EPS
it	it	PRO
to	to	REL
Mary	Mary	PER
.	.	NIL

# newdoc id = p88/d2089
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Trygve Lie was a Norwegian diplomat.
Trygve~Lie	Trygve~Lie	PER
was	was	EPS
a	a	DIS
Norwegian	Norwegian	GPO
diplomat	diplomat	ROL
.	.	NIL

# newdoc id = p88/d2095
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Tom is chewing bubble gum.
Tom	Tom	PER
is	is	NOW
chewing	chewing	EXG
bubble~gum	bubble~gum	CON
.	.	NIL

# newdoc id = p88/d2105
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = There used to be a lot of frogs in this pond.
There	There	NIL
used	used	PST
to	to	NIL
be	be	EXS
a	a	DIS
lot	lot	QUV
of	of	REL
frogs	frogs	CON
in	in	REL
this	this	PRX
pond	pond	CON
.	.	NIL

# newdoc id = p88/d2117
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = I asked her out.
I	I	PRO
asked	asked	EPS
her	her	PRO
out	out	REL
.	.	NIL

# newdoc id = p88/d2127
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Bolivia is called "Buliwya" in Quechua.
Bolivia	Bolivia	GPE
is	is	NOW
called	called	EXS
"	"	NIL
Buliwya	Buliwya	LIT
"	"	NIL
in	in	REL
Quechua	Quechua	CON
.	.	NIL

# newdoc id = p88/d2249
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Tom was carrying some shopping bags.
Tom	Tom	PER
was	was	PST
carrying	carrying	EXG
some	some	DIS
shopping~bags	shopping~bags	CON
.	.	NIL

# newdoc id = p88/d2270
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = I'm hungry and thirsty.
I	I	PRO
'm	'm	NOW
hungry	hungry	IST
and	and	COO
thirsty	thirsty	IST
.	.	NIL

# newdoc id = p88/d2280
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Tom is facing up to thirty years in prison.
Tom	Tom	PER
is	is	NOW
facing	facing	EXG
up~to	up~to	TOP
thirty	thirty	QUC
years	years	UOM
in	in	REL
prison	prison	CON
.	.	NIL

# newdoc id = p88/d2287
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Joe and I saw a lion yesterday.
Joe	Joe	PER
and	and	GRP
I	I	PRO
saw	saw	EPS
a	a	DIS
lion	lion	CON
yesterday	yesterday	PST
.	.	NIL

# newdoc id = p88/d2319
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = He who risks not gains not.
He	He	DIS
who	who	IMP
risks	risks	EXS
not	not	NOT
gains	gains	EXS
not	not	NOT
.	.	NIL

# newdoc id = p88/d2372
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = You won everything!
You	You	PRO
won	won	EPS
everything	everything	AND
!	!	NIL

# newdoc id = p88/d2479
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = I am kneading the dough.
I	I	PRO
am	am	NOW
kneading	kneading	EXG
the	the	DEF
dough	dough	CON
.	.	NIL

# newdoc id = p88/d2483
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = You seem tired.
You	You	PRO
seem	seem	ENS
tired	tired	IST
.	.	NIL

# raw sent = You should go to bed.
You	You	PRO
should	should	NEC
go	go	EXS
to	to	REL
bed	bed	CON
.	.	NIL

# newdoc id = p88/d2496
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = My parents pushed me to quit the baseball club.
My	My	HAS
parents	parents	ROL
pushed	pushed	EPS
me	me	PRO
to	to	NIL
quit	quit	EXS
the	the	DEF
baseball~club	baseball~club	CON
.	.	NIL

# newdoc id = p88/d2537
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Water is leaking into my goggles.
Water	Water	CON
is	is	NOW
leaking	leaking	EXG
into	into	REL
my	my	HAS
goggles	goggles	CON
.	.	NIL

# raw sent = I don't think they fit right.
I	I	PRO
do	do	NOW
n't	n't	NOT
think	think	EXS
they	they	PRO
fit	fit	EXS
right	right	IST
.	.	NIL

# newdoc id = p88/d2552
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = His explanation is by no means satisfactory.
His	His	HAS
explanation	explanation	CON
is	is	NOW
by~no~means	by~no~means	NOT
satisfactory	satisfactory	IST
.	.	NIL

# newdoc id = p88/d2560
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = She is sewing a dress.
She	She	PRO
is	is	NOW
sewing	sewing	EXG
a	a	DIS
dress	dress	CON
.	.	NIL

# newdoc id = p88/d2653
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = The tape recorder has recorded his voice.
The	The	DEF
tape~recorder	tape~recorder	CON
has	has	NOW
recorded	recorded	EXT
his	his	HAS
voice	voice	CON
.	.	NIL

# newdoc id = p88/d2697
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = The firemen quickly extinguished the blaze.
The	The	DEF
firemen	firemen	ROL
quickly	quickly	IST
extinguished	extinguished	EPS
the	the	DEF
blaze	blaze	CON
.	.	NIL

# newdoc id = p88/d2771
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = I got an old Toyota from my uncle.
I	I	PRO
got	got	EPS
an	an	DIS
old	old	DEG
Toyota	Toyota	CON
from	from	REL
my	my	HAS
uncle	uncle	ROL
.	.	NIL

# newdoc id = p88/d2791
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = She offered me some marmalade.
She	She	PRO
offered	offered	EPS
me	me	PRO
some	some	DIS
marmalade	marmalade	CON
.	.	NIL

# newdoc id = p88/d2806
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = She likes jazz.
She	She	PRO
likes	likes	ENS
jazz	jazz	CON
.	.	NIL

# newdoc id = p88/d2833
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = None of these books are useful.
None	None	NOT
of	of	REL
these	these	PRX
books	books	CON
are	are	NOW
useful	useful	IST
.	.	NIL

# newdoc id = p88/d2858
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Tom set off at four o'clock in the morning.
Tom	Tom	PER
set	set	EPS
off	off	REL
at	at	REL
four~o'clock	four~o'clock	CLO
in	in	REL
the	the	DEF
morning	morning	CON
.	.	NIL

# newdoc id = p88/d2875
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = She made her husband an apple pie.
She	She	PRO
made	made	EPS
her	her	HAS
husband	husband	ROL
an	an	DIS
apple~pie	apple~pie	CON
.	.	NIL

# newdoc id = p88/d2952
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = "Whose books are these?"
"	"	NIL
Whose	Whose	HAS
books	books	CON
are	are	ENS
these	these	PRX
?	?	QUE
"	"	NIL

# raw sent = "They are Alice's."
"	"	NIL
They	They	PRO
are	are	ENS
Alice	Alice	PER
's	's	HAS
.	.	NIL
"	"	NIL

# newdoc id = p88/d2972
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Tom had appendicitis.
Tom	Tom	PER
had	had	EPS
appendicitis	appendicitis	CON
.	.	NIL

# newdoc id = p88/d2995
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = The actress is popular with young people.
The	The	DEF
actress	actress	ROL
is	is	NOW
popular	popular	IST
with	with	REL
young	young	DEG
people	people	CON
.	.	NIL

# newdoc id = p88/d3019
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = He twisted my arm.
He	He	PRO
twisted	twisted	EPS
my	my	HAS
arm	arm	CON
.	.	NIL

# newdoc id = p88/d3035
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = The coffee shop is haunted by aspiring artists.
The	The	DEF
coffee~shop	coffee~shop	CON
is	is	NOW
haunted	haunted	EXS
by	by	REL
aspiring	aspiring	IST
artists	artists	ROL
.	.	NIL

# newdoc id = p88/d3058
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = He pulled up the weed and threw it away.
He	He	PRO
pulled	pulled	EPS
up	up	REL
the	the	DEF
weed	weed	CON
and	and	COO
threw	threw	EPS
it	it	PRO
away	away	REL
.	.	NIL

# newdoc id = p88/d3068
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Tom agreed with me one hundred per cent.
Tom	Tom	PER
agreed	agreed	EPS
with	with	REL
me	me	PRO
one~hundred	one~hundred	QUC
per~cent	per~cent	UOM
.	.	NIL

# newdoc id = p88/d3111
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = He was born in Athens in 1956.
He	He	PRO
was	was	PST
born	born	EXS
in	in	REL
Athens	Athens	GPE
in	in	REL
1956	1956	YOC
.	.	NIL

# newdoc id = p88/d3241
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Tom apologized for wasting our time.
Tom	Tom	PER
apologized	apologized	EPS
for	for	REL
wasting	wasting	EXS
our	our	HAS
time	time	CON
.	.	NIL

# newdoc id = p88/d3262
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = How did your sister die?
How	How	QUE
did	did	PST
your	your	HAS
sister	sister	ROL
die	die	EXS
?	?	QUE

# newdoc id = p88/d3343
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Tom is facing a few serious problems.
Tom	Tom	PER
is	is	NOW
facing	facing	EXG
a	a	DIS
few	few	QUV
serious	serious	IST
problems	problems	CON
.	.	NIL

# newdoc id = p88/d3363
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = How many volcanoes are there on this island?
How	How	QUE
many	many	QUV
volcanoes	volcanoes	CON
are	are	ENS
there	there	NIL
on	on	REL
this	this	PRX
island	island	CON
?	?	QUE

# newdoc id = p88/d3441
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Somebody laughed.
Somebody	Somebody	DIS
laughed	laughed	EPS
.	.	NIL

# newdoc id = p88/d3507
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = My camera is waterproof.
My	My	HAS
camera	camera	CON
is	is	NOW
waterproof	waterproof	IST
.	.	NIL

# newdoc id = p88/d3516
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = He threw the ball to first base.
He	He	PRO
threw	threw	EPS
the	the	DEF
ball	ball	CON
to	to	REL
first~base	first~base	CON
.	.	NIL

# newdoc id = p88/d3517
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = She whipped out her pistol.
She	She	PRO
whipped	whipped	EPS
out	out	REL
her	her	HAS
pistol	pistol	CON
.	.	NIL

# newdoc id = p88/d3522
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = How many people have died?
How	How	QUE
many	many	QUV
people	people	CON
have	have	NOW
died	died	EXT
?	?	QUE

# newdoc id = p88/d3526
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = The paraglider landed in the tree.
The	The	DEF
paraglider	paraglider	ROL
landed	landed	EPS
in	in	REL
the	the	DEF
tree	tree	CON
.	.	NIL

# newdoc id = p88/d3533
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Tom said you like popcorn.
Tom	Tom	PER
said	said	EPS
you	you	PRO
like	like	ENS
popcorn	popcorn	CON
.	.	NIL

# newdoc id = p89/d0064
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Presidential elections were held in Chile on 4 October 1931.
Presidential	Presidential	IST
elections	elections	CON
were	were	PST
held	held	EXS
in	in	REL
Chile	Chile	GPE
on	on	REL
4	4	DOM
October	October	MOY
1931	1931	YOC
.	.	NIL

# raw sent = The result was a victory for Juan Esteban Montero of the Radical Party, who received 64% of the vote.
The	The	DEF
result	result	CON
was	was	EPS
a	a	DIS
victory	victory	CON
for	for	REL
Juan~Esteban~Montero	Juan~Esteban~Montero	PER
of	of	REL
the	the	DEF
Radical~Party	Radical~Party	ORG
,	,	NIL
who	who	AND
received	received	EPS
64	64	QUC
%	%	UOM
of	of	REL
the	the	DEF
vote	vote	CON
.	.	NIL

# newdoc id = p89/d0247
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = That thought crossed my mind.
That	That	DST
thought	thought	CON
crossed	crossed	EPS
my	my	HAS
mind	mind	CON
.	.	NIL

# newdoc id = p89/d0714
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Smoking causes diseases.
Smoking	Smoking	EXG
causes	causes	ENS
diseases	diseases	CON
.	.	NIL

# newdoc id = p89/d0717
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = The World court subpoenaed Bush.
The	The	DEF
World~court	World~court	CON
subpoenaed	subpoenaed	EPS
Bush	Bush	PER
.	.	NIL

# newdoc id = p89/d0759
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Alex Dyer represents Santarchy.
Alex~Dyer	Alex~Dyer	PER
represents	represents	ENS
Santarchy	Santarchy	ORG
.	.	NIL

# newdoc id = p89/d0794
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = I'm Susan Greene.
I	I	PRO
'm	'm	ENS
Susan~Greene	Susan~Greene	PER
.	.	NIL

# newdoc id = p89/d0797
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = This book is missing two pages.
This	This	PRX
book	book	CON
is	is	NOW
missing	missing	EXG
two	two	QUC
pages	pages	CON
.	.	NIL

# newdoc id = p89/d0826
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = I heard a noise in the bedroom.
I	I	PRO
heard	heard	EPS
a	a	DIS
noise	noise	CON
in	in	REL
the	the	DEF
bedroom	bedroom	CON
.	.	NIL

# newdoc id = p89/d0843
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = He stuck his knife into the tree.
He	He	PRO
stuck	stuck	EPS
his	his	HAS
knife	knife	CON
into	into	REL
the	the	DEF
tree	tree	CON
.	.	NIL

# newdoc id = p89/d0849
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = She kissed her father on the cheek.
She	She	PRO
kissed	kissed	EPS
her	her	HAS
father	father	ROL
on	on	REL
the	the	DEF
cheek	cheek	CON
.	.	NIL

# newdoc id = p89/d0862
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = I am hungry.
I	I	PRO
am	am	NOW
hungry	hungry	IST
.	.	NIL

# newdoc id = p89/d0873
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = My hometown is very pretty.
My	My	HAS
hometown	hometown	CON
is	is	NOW
very	very	INT
pretty	pretty	IST
.	.	NIL

# newdoc id = p89/d0887
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = I have returned.
I	I	PRO
have	have	NOW
returned	returned	EXT
.	.	NIL

# newdoc id = p89/d0892
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = It's not blood.
It	It	PRO
's	's	ENS
not	not	NOT
blood	blood	CON
.	.	NIL

# raw sent = It's beet.
It	It	PRO
's	's	ENS
beet	beet	CON
.	.	NIL

# newdoc id = p89/d0905
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = I sat down and opened my laptop.
I	I	PRO
sat	sat	EPS
down	down	REL
and	and	COO
opened	opened	EPS
my	my	HAS
laptop	laptop	CON
.	.	NIL

# newdoc id = p89/d0907
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Aurelie is a young shepherdess.
Aurelie	Aurelie	PER
is	is	ENS
a	a	DIS
young	young	DEG
shepherdess	shepherdess	ROL
.	.	NIL

# newdoc id = p89/d0909
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Are you crazy?
Are	Are	NOW
you	you	PRO
crazy	crazy	IST
?	?	QUE

# newdoc id = p89/d0920
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = She was a child, but she wasn't afraid.
She	She	PRO
was	was	EPS
a	a	DIS
child	child	CON
,	,	NIL
but	but	BUT
she	she	PRO
was	was	PST
n't	n't	NOT
afraid	afraid	IST
.	.	NIL

# newdoc id = p89/d0930
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Israel is a developed country.
Israel	Israel	GPE
is	is	ENS
a	a	DIS
developed	developed	IST
country	country	CON
.	.	NIL

# newdoc id = p89/d0935
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = He stretched his arms and welcomed us.
He	He	PRO
stretched	stretched	EPS
his	his	HAS
arms	arms	CON
and	and	COO
welcomed	welcomed	EPS
us	us	PRO
.	.	NIL

# newdoc id = p89/d1178
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = In 1995, the production volume totaled over 100,000 metric tons.
In	In	REL
1995	1995	YOC
,	,	NIL
the	the	DEF
production	production	CON
volume	volume	CON
totaled	totaled	EPS
over	over	MOR
100,000	100,000	QUC
metric~tons	metric~tons	UOM
.	.	NIL

# newdoc id = p89/d1260
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Today, Stich won 6:3, 6:4 and 6:2 over Marc Rosset from Switzerland.
Today	Today	NOW
,	,	NIL
Stich	Stich	PER
won	won	EPS
6:3	6:3	SCO
,	,	REL
6:4	6:4	SCO
and	and	GRP
6:2	6:2	SCO
over	over	REL
Marc~Rosset	Marc~Rosset	PER
from	from	REL
Switzerland	Switzerland	GPE
.	.	NIL

# newdoc id = p89/d1380
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = What two European countries are connected by the St. Gotthard Tunnel under the Alps?
What	What	QUE
two	two	QUC
European	European	GPO
countries	countries	CON
are	are	NOW
connected	connected	EXS
by	by	REL
the	the	DEF
St.~Gotthard~Tunnel	St.~Gotthard~Tunnel	ART
under	under	REL
the	the	DEF
Alps	Alps	GEO
?	?	QUE

# newdoc id = p89/d1381
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = What are the headpieces called that the Saudi Arabians wear?
What	What	QUE
are	are	NOW
the	the	DEF
headpieces	headpieces	CON
called	called	EXS
that	that	AND
the	the	DEF
Saudi~Arabians	Saudi~Arabians	GPO
wear	wear	EXS
?	?	QUE

# newdoc id = p89/d1382
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Who was Woodrow Wilson's First Lady?
Who	Who	QUE
was	was	EPS
Woodrow~Wilson	Woodrow~Wilson	PER
's	's	HAS
First~Lady	First~Lady	ROL
?	?	QUE

# newdoc id = p89/d1384
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Who was the captain of the Titanic?
Who	Who	QUE
was	was	EPS
the	the	DEF
captain	captain	ROL
of	of	REL
the	the	DEF
Titanic	Titanic	ART
?	?	QUE

# newdoc id = p89/d1387
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Who was the prosecuting attorney at the trial for the accident of the oil tanker "Aegean Sea"?
Who	Who	QUE
was	was	PST
the	the	DEF
prosecuting~attorney	prosecuting~attorney	ROL
at	at	REL
the	the	DEF
trial	trial	CON
for	for	REL
the	the	DEF
accident	accident	CON
of	of	REL
the	the	DEF
oil~tanker	oil~tanker	CON
"	"	NIL
